ue_id,data_source,tput_1M,jitter_1M,loss_1M,eff_1M,tput_10M,jitter_10M,loss_10M,eff_10M,tput_20M,jitter_20M,loss_20M,eff_20M,tput_50M,jitter_50M,loss_50M,eff_50M,tput_100M,jitter_100M,loss_100M,eff_100M,tput_200M,jitter_200M,loss_200M,eff_200M,tput_300M,jitter_300M,loss_300M,eff_300M,tput_400M,jitter_400M,loss_400M,eff_400M,tput_500M,jitter_500M,loss_500M,eff_500M,ping_avg_ms,ping_min_ms,ping_max_ms,ping_mdev_ms,ping_load_avg_ms,ping_load_mdev_ms,ran_pucch_snr_db,ran_pucch_cqi,ran_pucch_ta_us,ran_pucch_n_samples,ran_pusch_snr_db,ran_pusch_mcs,ran_pusch_tbs,ran_pusch_nof_re,ran_pusch_ta_us,ran_pusch_rb_len,ran_pusch_n_samples,ran_pdsch_nof_prb,ran_pdsch_nof_re,ran_pdsch_mcs,ran_pdsch_tbs,ran_pdsch_n_samples,ran_prb_util_pct,ran_proc_rss_kB,ran_proc_vmem_kB,ran_proc_cpu_pct,ran_thread_count,ran_sys_mem_pct,ran_sys_load,ran_dl_brate_bps,ran_ul_brate_bps,ue_ip,c_rnti,ue_pid,ue_rss_kB,ue_vsz_kB,srsue_proc_rss_kB,srsue_proc_vsz_kB,srsue_proc_cpu_total_pct,srsue_proc_cpu_user_pct,srsue_proc_cpu_sys_pct,srsue_proc_vol_ctxsw_s,srsue_proc_nonvol_ctxsw_s,srsue_proc_schedrun_ns,srsue_proc_schedwait_ns,srsue_proc_threads,srsue_proc_vmlock_kB,gnb1_node_cpu_user_pct,gnb1_node_cpu_sys_pct,gnb1_node_cpu_softirq_pct,gnb1_node_cpu_idle_pct,gnb1_node_mem_used_MB,gnb1_node_swap_used_MB,gnb1_node_load1,gnb1_node_intr_per_s,gnb1_node_ctxt_per_s,gnb1_node_softirq_NET_RX_per_s,gnb1_node_softirq_NET_TX_per_s,gnb1_node_softirq_SCHED_per_s,gnb1_node_net_rx_bytes_s,gnb1_node_net_tx_bytes_s,gnb1_node_temp_package0_C,gnb1_node_temp_package1_C,gnb1_node_temp_core_max_C,gnb1_node_cpu0_pct,gnb1_node_cpu1_pct,gnb1_node_cpu2_pct,gnb1_node_cpu3_pct,gnb1_node_cpu4_pct,gnb1_node_cpu5_pct,gnb1_node_cpu6_pct,gnb1_node_cpu7_pct,gnb1_node_cpu8_pct,gnb1_node_cpu9_pct,gnb1_node_cpu10_pct,gnb1_node_cpu11_pct,gnb1_node_cpu12_pct,gnb1_node_cpu13_pct,gnb1_node_cpu14_pct,gnb1_node_cpu15_pct,gnb1_node_cpu16_pct,gnb1_node_cpu17_pct,gnb1_node_cpu18_pct,gnb1_node_cpu19_pct,gnb1_node_cpu20_pct,gnb1_node_cpu21_pct,gnb1_node_cpu22_pct,gnb1_node_cpu23_pct,gnb1_node_cpu24_pct,gnb1_node_cpu25_pct,gnb1_node_cpu26_pct,gnb1_node_cpu27_pct,gnb1_node_cpu28_pct,gnb1_node_cpu29_pct,gnb1_node_cpu30_pct,gnb1_node_cpu31_pct,sysmon_cpu_total_pct,sysmon_mem_used_pct,sysmon_load1,sysmon_load5,sysmon_load15,sysmon_rx_bytes_s,sysmon_tx_bytes_s,sysmon_total_srsenb_procs,sysmon_sum_dl_brate_bps,sysmon_sum_ul_brate_bps,sysmon_mean_proc_rss_kB,sysmon_max_proc_rss_kB,core_node_cpu_user_pct,core_node_cpu_sys_pct,core_node_mem_used_MB,core_node_temp_package0_C,core_node_intr_per_s,core_node_ctxt_per_s,core_proc_cpu_total_pct,core_proc_rss_kB,gnb1_pkg0_power_W,gnb1_pkg1_power_W,gnb1_dram0_power_W,gnb1_dram1_power_W,gnb1_cpu0_freq_MHz,gnb1_total_power_W,uehost1_pkg0_power_W,uehost1_pkg1_power_W,uehost1_dram0_power_W,uehost1_dram1_power_W,uehost1_cpu0_freq_MHz,uehost1_total_power_W,uehost1_power_per_ue_W
27,real,1.001,20.977,23.71,0.764,10.0,13.644,92.29,0.771,19.999,12.303,95.85,0.83,49.995,15.193,98.41,0.795,99.992,13.679,98.89,1.11,199.984,12.661,99.57,0.86,299.986,14.09,99.44,1.68,399.968,13.767,99.69,1.24,499.982,15.201,99.47,2.65,737.608,377.442,1415.685,275.12,710.471,205.378,111.8,15.0,0.0,19697.0,109.04,4.0,2718.85,6136.23,0.0,44.38,3514.0,3.12,468.49,2.81,41.24,511.0,88.77,855580.0,1666488.0,22.35,15.0,63.46,15.05,341.27,223601.8,10.45.0.28,0x46,157461.0,979684.0,1719972.0,980008.0,1719972.0,21.762349570200573,9.2654441260745,12.496905444126076,1.0303724928366762,0.1644699140401146,601001073.8438395,117308254.72063038,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
28,real,1.001,32.386,53.02,0.47,10.0,26.173,94.76,0.524,19.999,35.608,97.25,0.55,49.995,26.408,97.77,1.115,99.991,30.516,97.22,2.78,199.983,28.228,99.45,1.1,299.979,30.287,99.71,0.87,399.99,33.619,98.59,5.64,499.966,37.399,98.7,6.5,1614.485,824.676,2385.287,412.481,1486.077,537.553,111.8,15.0,0.0,10403.0,109.13,4.0,2651.78,5987.58,0.0,43.34,5370.0,3.18,476.56,3.27,61.2,915.0,86.69,855584.0,1666488.0,19.54,15.0,63.46,15.05,341.27,223601.8,10.45.0.29,0x46,157527.0,979548.0,1719972.0,979936.0,1719972.0,17.092063037249282,7.175472779369627,9.916590257879657,1.0303724928366762,0.1283667621776504,516241481.5859599,81828037.76217765,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
29,real,1.001,28.308,38.47,0.616,10.0,22.637,93.36,0.664,19.999,26.781,96.41,0.718,49.995,25.649,98.32,0.84,99.992,23.747,98.99,1.01,199.99,24.434,99.59,0.82,299.974,25.53,98.92,3.24,399.974,29.034,99.71,1.16,499.991,25.315,98.91,5.45,964.377,522.538,1405.399,289.878,1058.27,266.445,111.8,15.0,0.0,14591.0,109.08,4.0,2682.75,6056.11,0.0,43.81,6535.0,3.13,469.57,2.94,47.31,1150.0,87.63,855584.0,1666488.0,20.89,15.0,63.46,15.05,341.27,223601.8,10.45.0.30,0x46,157618.0,979788.0,1719972.0,980128.0,1719972.0,19.386332378223496,8.231776504297994,11.1545558739255,1.0303724928366762,0.1510028653295129,577816187.286533,128521972.19340974,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
30,real,1.001,12.552,0.0,1.001,10.0,10.32,89.58,1.042,19.999,9.527,94.61,1.078,49.995,10.42,97.83,1.085,99.992,12.583,98.84,1.16,199.983,11.756,98.99,2.02,299.976,12.719,99.57,1.29,399.965,11.99,99.68,1.28,499.949,12.552,99.64,1.8,520.103,244.022,853.775,174.152,523.609,156.008,111.8,15.0,0.0,26031.0,109.01,4.0,2734.91,6170.9,0.0,44.63,5467.0,3.44,515.39,3.69,90.92,686.0,89.26,855584.0,1666488.0,24.29,15.0,63.46,15.05,341.27,223601.8,10.45.0.31,0x46,157696.0,979580.0,1719972.0,979920.0,1719972.0,21.939183381088824,10.191160458452725,11.7480229226361,1.0303724928366762,0.1845272206303724,739534512.2177651,164115629.27363896,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
31,imputed_rates:1,1.001,21.163,25.21,0.749,10.0,32.564,94.06,0.594,19.999,27.985,96.9,0.62,49.996,29.846,97.05,1.475,99.991,26.522,98.31,1.69,199.985,30.311,97.79,4.42,299.971,35.596,98.28,5.16,399.974,34.565,98.56,5.76,499.966,31.887,99.7,1.5,1736.63,897.488,2844.977,578.959,1326.664,435.102,111.8,15.0,0.0,10553.0,109.09,4.0,2669.97,6029.71,0.0,43.63,2189.0,3.16,474.24,3.08,54.68,427.0,87.25,855584.0,1666488.0,20.12,15.0,63.46,15.05,341.27,223601.8,10.45.0.32,0x46,157768.0,979540.0,1719972.0,979924.0,1719972.0,18.785974212034382,7.543151862464184,11.2428223495702,1.0303724928366762,0.1498567335243553,560182689.9770774,128934959.73352437,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
32,real,1.001,22.126,27.69,0.724,10.0,23.302,92.1,0.79,19.999,14.815,96.35,0.73,49.995,20.314,98.41,0.795,99.992,18.166,99.1,0.9,199.985,21.389,99.11,1.78,299.968,22.512,99.07,2.79,399.976,18.796,99.6,1.6,499.963,22.104,99.52,2.4,766.588,368.736,1241.874,246.532,760.47,221.825,111.8,15.0,0.0,18027.0,109.03,4.0,2718.72,6134.96,0.0,44.38,8869.0,3.15,472.01,3.07,52.42,1002.0,88.75,855584.0,1666488.0,21.28,15.0,63.46,15.05,341.27,223601.8,10.45.0.33,0x46,157846.0,979812.0,1719972.0,980136.0,1719972.0,21.43641833810888,9.11189111747851,12.324527220630372,1.0303724928366762,0.1951289398280802,645873629.0730659,106877334.42979942,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
33,"imputed_rates:1,10,20,50,100,200,300",1.001,29.382,27.57,0.725,10.0,25.193,90.3,0.97,19.999,11.444,94.83,1.034,49.995,24.41,98.28,0.859,99.992,19.665,98.65,1.352,199.983,17.867,99.53,0.93,299.979,14.178,99.5,1.5,399.969,25.04,99.08,3.68,499.976,16.615,99.1,4.5,1009.393,568.428,1457.769,296.248,992.741,295.698,111.8,15.0,0.0,15413.0,109.1,4.0,2648.29,5982.95,0.0,43.29,1926.0,3.17,475.71,3.21,59.15,350.0,86.58,855584.0,1666488.0,20.99,15.0,63.46,15.05,341.27,223601.8,10.45.0.34,0x46,157918.0,979624.0,1719972.0,979948.0,1719972.0,19.9778223495702,8.323424068767908,11.654398280802292,1.0303724928366762,0.1796561604584527,624836509.0114614,105193005.8495702,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
34,real,1.001,8.698,0.0,1.001,10.0,7.116,85.57,1.443,19.999,8.022,92.47,1.506,49.995,7.54,96.65,1.675,99.992,6.101,98.23,1.77,199.987,7.207,98.84,2.32,299.99,6.166,99.51,1.47,399.973,8.389,99.38,2.48,499.947,6.372,99.59,2.05,447.235,233.027,669.847,128.626,487.024,49.243,111.8,15.0,0.0,32607.0,108.98,4.0,2749.69,6202.67,0.0,44.86,9208.0,3.09,463.32,2.86,40.77,743.0,89.72,855584.0,1666488.0,25.36,15.0,63.46,15.05,341.27,223601.8,10.45.0.35,0x46,157985.0,979884.0,1719972.0,980248.0,1719972.0,26.040945558739253,11.949985673352437,14.09095988538682,1.0300859598853866,0.1573065902578796,694147652.2020057,166128312.6590258,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
35,real,1.001,25.847,32.54,0.675,10.0,28.333,92.95,0.705,19.999,19.221,96.55,0.69,49.996,33.639,98.56,0.72,99.993,35.576,99.21,0.79,199.982,29.026,99.41,1.18,299.976,17.75,99.52,1.44,399.959,22.582,99.45,2.2,499.993,22.005,99.65,1.75,882.615,460.409,1281.275,251.462,864.817,250.638,111.8,15.0,0.0,16355.0,109.04,4.0,2709.67,6116.31,0.0,44.24,3274.0,3.18,477.09,3.12,56.7,382.0,88.49,855584.0,1666488.0,21.57,15.0,63.46,15.05,341.27,223601.8,10.45.0.36,0x46,158061.0,979516.0,1719972.0,979824.0,1719972.0,19.068295128939827,8.33919770773639,10.729097421203438,1.0300859598853866,0.1232091690544412,598877882.5186247,107985642.6418338,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
36,real,1.001,19.193,12.72,0.874,10.0,14.821,91.02,0.898,19.999,11.671,95.62,0.876,49.995,11.257,97.67,1.165,99.991,12.313,98.79,1.21,199.982,12.554,99.34,1.32,299.976,10.322,99.66,1.02,399.975,11.928,99.5,2.0,499.963,11.525,99.66,1.7,641.052,311.032,926.943,176.501,569.562,200.643,111.8,15.0,0.0,22756.0,109.02,4.0,2730.18,6161.05,0.0,44.56,3974.0,3.12,468.35,2.9,44.56,466.0,89.12,855580.0,1666488.0,22.84,15.0,63.46,15.05,341.27,223601.8,10.45.0.37,0x46,158170.0,979496.0,1719972.0,979868.0,1719972.0,23.001547277936965,10.08981375358166,12.9117335243553,1.0302292263610315,0.1630372492836676,615169543.0759312,105798624.62320916,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
37,real,1.001,18.628,3.23,0.969,10.0,13.033,90.28,0.972,19.999,15.039,95.17,0.966,49.997,9.811,97.94,1.03,99.991,14.873,99.04,0.96,199.988,16.533,99.36,1.28,299.974,18.439,99.65,1.05,399.964,11.966,99.67,1.32,499.966,14.237,99.55,2.25,488.099,235.717,739.115,147.679,545.688,151.598,111.8,15.0,0.0,25900.0,109.01,4.0,2733.41,6168.04,0.0,44.61,4711.0,3.11,466.67,2.99,47.2,486.0,89.21,855584.0,1666488.0,23.52,15.0,63.46,15.05,341.27,223601.8,10.45.0.38,0x46,158264.0,979524.0,1719972.0,979840.0,1719972.0,24.03792263610315,10.684942693409742,13.35297994269341,1.029942693409742,0.1426934097421203,583367363.8366762,97874841.995702,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
38,"imputed_rates:1,10,20,50,100,200,300,400,500",1.001,20.908,32.88,0.672,10.0,25.627,90.99,0.901,19.999,20.536,96.96,0.608,49.995,20.777,97.82,1.09,99.992,23.903,99.32,0.677,199.984,23.878,99.42,1.166,299.976,23.925,99.72,0.828,399.971,29.396,99.04,3.844,499.971,20.987,99.52,2.415,1063.963,507.151,1785.999,315.595,1029.497,423.983,111.8,15.0,0.0,15871.0,109.15,4.0,2636.73,5956.83,0.0,43.1,1889.0,3.18,476.98,3.14,57.02,367.0,86.21,855584.0,1666488.0,21.19,15.0,63.46,15.05,341.27,223601.8,10.45.0.39,0x46,158340.0,979676.0,1719972.0,979994.2521489972,1719972.0,18.752951289398283,8.54093123209169,10.21202005730659,1.030229226361031,0.1286532951289398,747836951.773639,132861770.07449856,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
39,real,1.001,23.176,23.6,0.765,10.0,14.487,91.64,0.836,19.999,14.491,95.87,0.826,49.995,14.895,98.0,1.0,99.992,14.025,99.0,1.0,199.986,12.948,99.49,1.02,299.984,18.699,99.46,1.62,399.96,12.601,99.23,3.08,499.981,12.739,99.63,1.85,711.115,386.727,1066.35,214.221,711.68,212.335,111.8,15.0,0.0,19377.0,109.03,4.0,2720.55,6140.03,0.0,44.41,3666.0,3.14,470.5,2.96,47.86,461.0,88.82,855584.0,1666488.0,21.46,15.0,63.46,15.05,341.27,223601.8,10.45.0.40,0x46,158438.0,979624.0,1719972.0,979932.1661891118,1719972.0,21.310257879656163,10.095845272206304,11.214412607449855,1.030229226361031,0.1475644699140401,694434872.1189111,127445706.6418338,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
41,real,1.001,26.671,27.69,0.724,10.0,16.643,92.43,0.757,19.999,22.566,96.1,0.78,49.997,22.544,97.91,1.045,99.992,23.227,99.08,0.92,199.982,16.633,99.33,1.34,299.982,25.152,99.75,0.75,399.973,23.677,99.78,0.88,499.943,17.614,99.2,4.0,848.811,471.228,1387.441,249.275,752.58,228.431,111.8,15.0,0.0,18180.0,109.03,4.0,2719.08,6136.89,0.0,44.39,3538.0,3.14,471.57,2.95,48.88,459.0,88.77,855584.0,1666488.0,21.36,15.0,63.46,15.05,341.27,223601.8,10.45.0.41,0x46,158638.0,979616.0,1719972.0,979887.5186246418,1719972.0,23.18358166189112,10.49256446991404,12.691017191977076,1.0303724928366762,0.160458452722063,607770183.2722063,100206202.512894,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
42,real,1.001,20.914,24.89,0.752,10.0,15.995,91.8,0.82,19.999,14.615,95.72,0.856,49.995,14.616,98.4,0.8,99.992,14.465,98.87,1.13,199.985,14.268,99.31,1.38,299.975,16.172,99.29,2.13,399.969,14.049,99.75,1.0,499.968,20.991,99.73,1.35,723.179,417.477,1074.758,205.468,761.583,214.279,111.8,15.0,0.0,19238.0,109.03,4.0,2719.38,6137.54,0.0,44.39,3641.0,3.13,469.01,2.89,44.72,497.0,88.78,855580.0,1666488.0,22.52,15.0,63.46,15.05,341.27,223601.8,10.45.0.42,0x46,158729.0,978992.0,1719972.0,979239.306590258,1719972.0,23.07936962750716,10.56961318051576,12.509756446991403,1.0303724928366762,0.1776504297994269,716826413.7449857,138256785.37679082,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
43,"imputed_rates:1,10,20,50,100,200,300,400,500",1.001,16.516,25.82,0.743,10.0,27.807,91.58,0.842,19.999,17.23,96.91,0.619,49.995,19.425,98.41,0.797,99.992,24.497,98.83,1.167,199.984,18.148,99.11,1.788,299.979,23.465,99.44,1.677,399.97,16.418,99.43,2.296,499.964,17.164,99.53,2.33,1561.118,801.787,2776.732,555.882,1374.016,396.631,111.8,15.0,0.0,11239.0,109.2,4.0,2605.72,5888.61,0.0,42.64,1637.0,3.21,481.85,3.28,63.4,325.0,85.27,855456.0,1666488.0,20.39,15.0,63.46,15.05,341.27,223601.8,10.45.0.43,0x46,158819.0,979668.0,1719972.0,979901.111747851,1719972.0,18.250458452722064,7.687449856733525,10.563008595988538,1.030229226361031,0.1747851002865329,757830574.9942694,200111789.82378224,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
